Commit Hash,ClassQualifiedName,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.memopad.MyDialogFragment,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.memopad.PadActivity,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.memopad.PaintView,0,0,0
d56b6e7e484ce384731c8d59dbdab6e2090b1692,org.zakky.memopad.PenConfigActionProvider,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.smart_tag_app.MediaUtils,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.smart_tag_app.SmartTagTask,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.memopad.BgConfigActionProvider,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.memopad.CanvasFragment,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.memopad.MyDialogFragment,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.memopad.PadActivity,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.memopad.PaintView,0,0,0
027b8b2fef939b5c60cf8d3d3e21960c8f4e4b0c,org.zakky.memopad.PenConfigActionProvider,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.smart_tag_app.MediaUtils,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.smart_tag_app.SmartTagTask,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.memopad.BgConfigActionProvider,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.memopad.CanvasFragment,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.memopad.MyDialogFragment,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.memopad.PadActivity,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.memopad.PaintView,0,0,0
1a5e8395f623b7995212d05ae1c0b697a3e0caea,org.zakky.memopad.PenConfigActionProvider,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.smart_tag_app.MediaUtils,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.smart_tag_app.SmartTagTask,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.memopad.BgConfigActionProvider,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.memopad.CanvasFragment,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.memopad.MyDialogFragment,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.memopad.PadActivity,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.memopad.PaintView,0,0,0
a7f52105b20325abb80deac34513ff217dfdb935,org.zakky.memopad.PenConfigActionProvider,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.smart_tag_app.MediaUtils,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.smart_tag_app.SmartTagTask,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.memopad.BgConfigActionProvider,0,0,0
6ceb19d6fd6e9009ff0199c3de935803cf5d754a,org.zakky.memopad.CanvasFragment,0,0,0
