Commit,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.47,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.48,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.49,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.5,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.51,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.52,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
0.53,5.67,7.33,1.33
