Commit,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.82,4.5,4.5,1.5
0.83,4.5,4.5,1.5
0.83,4.5,4.5,1.5
0.83,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.84,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.85,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.86,4.5,4.5,1.5
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
0.72,0.0,0.0,0.0
