Commit,LOC,LCOM,CBO,WMC
0.48,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.49,18428.04,14284.4,1784.52,3791.33
0.5,18428.04,14284.4,1784.52,3791.33
0.5,18428.04,14284.4,1784.52,3791.33
0.5,18428.04,14284.4,1784.52,3791.33
0.49,18714.67,14533.86,1813.04,3850.57
0.49,18714.67,14533.86,1813.04,3850.57
0.49,18714.67,14533.86,1813.04,3850.57
0.49,18714.67,14533.86,1813.04,3850.57
0.49,18714.67,14533.86,1813.04,3850.57
0.49,18714.67,14533.86,1813.04,3850.57
0.49,18714.67,14533.86,1813.04,3850.57
0.49,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.5,18714.67,14533.86,1813.04,3850.57
0.51,18714.67,14533.86,1813.04,3850.57
0.51,18714.67,14533.86,1813.04,3850.57
0.51,18714.67,14533.86,1813.04,3850.57
0.51,18714.67,14533.86,1813.04,3850.57
0.51,18714.67,14533.86,1813.04,3850.57
0.5,18952.18,14765.54,1833.16,3896.76
0.5,18952.18,14765.54,1833.16,3896.76
0.5,18952.18,14765.54,1833.16,3896.76
0.5,18952.18,14765.54,1833.16,3896.76
0.5,18952.18,14765.54,1833.16,3896.76
0.5,18952.18,14765.54,1833.16,3896.76
0.5,18952.18,14765.54,1833.16,3896.76
0.51,18952.18,14765.54,1833.16,3896.76
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.5,19069.45,14848.45,1850.33,3923.29
0.49,19412.71,15151.56,1879.81,3992.4
0.49,19412.71,15151.56,1879.81,3992.4
0.49,19412.71,15151.56,1879.81,3992.4
0.49,19412.71,15151.56,1879.81,3992.4
0.5,19412.71,15151.56,1879.81,3992.4
0.5,19412.71,15151.56,1879.81,3992.4
0.5,19412.71,15151.56,1879.81,3992.4
0.5,19412.71,15151.56,1879.81,3992.4
0.49,19797.91,15462.3,1916.3,4072.02
0.49,19797.91,15462.3,1916.3,4072.02
0.49,19797.91,15462.3,1916.3,4072.02
0.49,19797.91,15462.3,1916.3,4072.02
0.49,19797.91,15462.3,1916.3,4072.02
0.48,19789.59,15375.43,1905.83,4081.07
0.48,19789.59,15375.43,1905.83,4081.07
0.48,19789.59,15375.43,1905.83,4081.07
0.48,19789.59,15375.43,1905.83,4081.07
0.48,19789.59,15375.43,1905.83,4081.07
0.48,19789.59,15375.43,1905.83,4081.07
0.48,19789.59,15375.43,1905.83,4081.07
0.47,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.48,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.49,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.5,19383.53,15246.87,1900.98,4009.78
0.49,19353.45,15429.43,1899.2,4022.2
0.49,19353.45,15429.43,1899.2,4022.2
0.49,19353.45,15429.43,1899.2,4022.2
0.49,19353.45,15429.43,1899.2,4022.2
0.49,19353.45,15429.43,1899.2,4022.2
0.49,19353.45,15429.43,1899.2,4022.2
0.49,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.5,19353.45,15429.43,1899.2,4022.2
0.51,19353.45,15429.43,1899.2,4022.2
0.51,19353.45,15429.43,1899.2,4022.2
0.51,19353.45,15429.43,1899.2,4022.2
0.51,19353.45,15429.43,1899.2,4022.2
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.5,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.51,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.52,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.53,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.54,19367.91,15475.12,1899.0,4044.91
0.55,19367.91,15475.12,1899.0,4044.91
0.54,19745.88,15806.45,1931.95,4125.83
0.54,19745.88,15806.45,1931.95,4125.83
0.54,19745.88,15806.45,1931.95,4125.83
0.53,20061.34,16149.17,1956.59,4194.37
0.53,20061.34,16149.17,1956.59,4194.37
0.53,20061.34,16149.17,1956.59,4194.37
0.53,20061.34,16149.17,1956.59,4194.37
0.53,20061.34,16149.17,1956.59,4194.37
0.53,20061.34,16149.17,1956.59,4194.37
0.53,20061.34,16149.17,1956.59,4194.37
0.53,20061.34,16149.17,1956.59,4194.37
0.52,20287.95,16435.3,1966.15,4229.0
0.52,20287.95,16435.3,1966.15,4229.0
0.52,20287.95,16435.3,1966.15,4229.0
0.52,20287.95,16435.3,1966.15,4229.0
0.52,20287.95,16435.3,1966.15,4229.0
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.51,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.52,20571.82,16764.69,1997.1,4303.15
0.51,20965.63,17168.95,2035.68,4386.5
0.51,20965.63,17168.95,2035.68,4386.5
0.51,20965.63,17168.95,2035.68,4386.5
0.51,20965.63,17168.95,2035.68,4386.5
0.51,20965.63,17168.95,2035.68,4386.5
0.51,20965.63,17168.95,2035.68,4386.5
0.51,20965.63,17168.95,2035.68,4386.5
0.51,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.52,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.53,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.54,20965.63,17168.95,2035.68,4386.5
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.53,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.54,21222.92,17543.65,2060.22,4454.59
0.53,21756.56,17986.28,2109.78,4565.28
0.53,21756.56,17986.28,2109.78,4565.28
0.53,21756.56,17986.28,2109.78,4565.28
0.53,21756.56,17986.28,2109.78,4565.28
0.53,21756.56,17986.28,2109.78,4565.28
0.53,21756.56,17986.28,2109.78,4565.28
0.53,21756.56,17986.28,2109.78,4565.28
0.53,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.54,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.55,21756.56,17986.28,2109.78,4565.28
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.54,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.55,20783.97,17338.63,2074.17,4317.11
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.54,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.55,21080.62,17649.94,2107.62,4374.65
0.56,21080.62,17649.94,2107.62,4374.65
0.56,21080.62,17649.94,2107.62,4374.65
0.56,21080.62,17649.94,2107.62,4374.65
0.54,21506.39,18160.67,2136.48,4467.33
0.54,21506.39,18160.67,2136.48,4467.33
0.54,21506.39,18160.67,2136.48,4467.33
0.54,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.55,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.56,21506.39,18160.67,2136.48,4467.33
0.55,21815.16,18415.03,2187.31,4543.19
0.55,21815.16,18415.03,2187.31,4543.19
0.55,21815.16,18415.03,2187.31,4543.19
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.54,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.55,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.56,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.57,22061.52,18674.06,2226.65,4629.16
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.56,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.57,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.58,21912.83,18762.5,2209.33,4601.2
0.59,21912.83,18762.5,2209.33,4601.2
