Commit,Decor_Feature_Envy,Decor_long_Method
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.58,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.59,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.6,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.61,9.13,3.67
0.62,9.13,3.67
0.62,9.13,3.67
0.62,9.13,3.67
0.6,9.24,3.79
0.6,9.24,3.79
0.6,9.24,3.79
0.61,9.24,3.79
0.61,9.24,3.79
0.61,9.24,3.79
0.61,9.24,3.79
0.61,9.24,3.79
0.61,9.24,3.79
0.61,9.24,3.79
0.59,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.6,9.39,3.82
0.59,9.74,3.89
0.59,9.74,3.89
0.59,9.74,3.89
0.59,9.74,3.89
0.59,9.74,3.89
0.59,9.74,3.89
0.59,9.74,3.89
0.59,9.74,3.89
0.59,9.74,3.89
0.57,9.92,4.0
0.57,9.92,4.0
0.57,9.92,4.0
0.57,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.58,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.59,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.6,9.92,4.0
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.59,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.6,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.61,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.62,9.92,4.16
0.6,9.17,3.96
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.59,9.26,4.04
0.6,9.26,4.04
0.6,9.26,4.04
0.6,9.26,4.04
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.58,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.59,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.6,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.61,9.64,4.23
0.62,9.64,4.23
0.62,9.64,4.23
0.62,9.64,4.23
0.62,9.64,4.23
0.62,9.64,4.23
0.62,9.64,4.23
0.62,9.64,4.23
0.62,9.64,4.23
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.6,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.61,9.76,4.43
0.59,10.05,4.3
0.59,10.05,4.3
0.59,10.05,4.3
0.59,10.05,4.3
0.57,9.11,4.53
0.57,9.11,4.53
0.57,9.11,4.53
0.57,9.11,4.53
0.57,9.11,4.53
0.57,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.58,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.59,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.6,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.61,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.62,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.63,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.64,9.11,4.53
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.62,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.63,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.64,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.65,9.5,4.78
0.66,9.5,4.78
0.66,9.5,4.78
0.66,9.5,4.78
0.66,9.5,4.78
0.66,9.5,4.78
0.66,9.5,4.78
0.66,9.5,4.78
0.64,9.94,5.06
0.64,9.94,5.06
0.64,9.94,5.06
0.64,9.94,5.06
0.64,9.94,5.06
0.64,9.94,5.06
0.64,9.94,5.06
0.64,9.94,5.06
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.62,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.63,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.64,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.65,10.56,5.38
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.63,9.53,5.67
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.61,7.5,5.21
0.58,6.31,5.0
0.58,6.31,5.0
0.58,6.31,5.0
0.59,6.31,5.0
0.59,6.31,5.0
0.59,6.31,5.0
0.59,6.31,5.0
0.55,5.92,4.75
0.55,5.92,4.75
0.55,5.92,4.75
0.55,5.92,4.75
0.55,5.92,4.75
0.55,5.92,4.75
0.55,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.56,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.57,5.92,4.75
0.53,5.27,3.0
0.53,5.27,3.0
0.53,5.27,3.0
0.53,5.27,3.0
0.53,5.27,3.0
0.53,5.27,3.0
0.53,5.27,3.0
0.53,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.54,5.27,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.5,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.51,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.52,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.53,5.6,3.0
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.47,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.48,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
0.49,6.22,3.11
